N=? XYTABLE
   5552.28       0.993810    
   5550.63        1.00212    
   5548.98        1.01345    
   5547.33        1.00690    
   5545.68       0.996290    
   5544.03       0.993740    
   5542.38       0.991350    
   5540.73       0.989760    
   5539.08       0.993770    
   5537.43       0.991680    
   5535.78       0.984740    
   5534.13       0.989850    
   5532.48       0.993550    
   5530.83       0.987790    
   5529.18       0.991220    
   5527.53       0.993840    
   5525.88        1.00404    
   5524.23        1.01300    
   5522.58        1.00017    
   5520.93       0.997620    
   5519.28        1.00279    
   5517.63       0.999820    
   5515.98       0.996720    
   5514.33       0.999320    
   5512.68       0.998980    
   5511.03        1.00737    
   5509.38        1.00881    
   5507.73        1.01274    
   5506.08        1.01639    
   5504.43        1.01588    
   5502.78        1.00876    
   5501.13        1.01136    
   5499.48        1.01710    
   5497.83        1.01304    
   5496.18        1.00323    
   5494.53       0.994310    
   5492.88       0.997780    
   5491.23        1.00652    
   5489.58       0.999310    
   5487.93       0.996210    
   5486.28        1.00282    
   5484.63       0.995270    
   5482.98       0.989120    
   5481.33       0.991500    
   5479.68       0.992030    
   5478.03       0.998770    
   5476.38        1.00021    
   5474.73       0.993870    
   5473.08       0.985680    
   5471.43       0.987860    
   5469.78       0.998850    
   5468.13        1.00494    
   5466.48       0.999200    
   5464.83       0.996950    
   5463.18       0.995820    
   5461.53       0.993000    
   5459.88       0.994500    
   5458.23       0.993170    
   5456.58       0.995680    
   5454.93       0.999510    
   5453.28       0.999920    
   5451.63        1.00118    
   5449.98        1.00981    
   5448.33        1.01630    
   5446.68        1.01446    
   5445.03        1.01962    
   5443.38        1.02449    
   5441.73        1.01762    
   5440.08        1.01509    
   5438.43        1.02216    
   5436.78        1.03189    
   5435.13        1.04932    
   5433.48        1.05283    
   5431.83        1.05757    
   5430.18        1.08267    
   5428.53        1.13269    
   5426.88        1.21019    
   5425.23        1.30129    
   5423.58        1.43845    
   5421.93        1.59607    
   5420.28        1.69981    
   5418.63        1.70180    
   5416.98        1.60581    
   5415.33        1.45894    
   5413.68        1.30917    
   5412.03        1.17970    
   5410.38        1.09572    
   5408.73        1.05857    
   5407.08        1.03315    
   5405.43        1.01737    
   5403.78        1.01488    
   5402.13        1.01094    
   5400.48        1.01146    
   5398.83        1.00781    
   5397.18        1.00404    
   5395.53        1.00130    
   5393.88        1.00019    
   5392.23        1.00232    
   5390.58       0.999040    
   5388.93       0.991170    
   5387.28       0.991140    
   5385.63       0.992380    
   5383.98        1.01971    
   5382.33        1.14175    
   5380.68        1.26903    
   5379.03        1.09675    
   5377.38       0.998870    
   5375.73       0.992200    
   5374.08       0.993110    
   5372.43       0.994090    
   5370.78       0.991780    
   5369.13       0.990590    
   5367.48       0.993180    
   5365.83       0.998730    
   5364.18       0.998060    
   5362.53       0.995860    
   5360.88        1.00108    
   5359.23        1.00846    
   5357.58        1.01050    
   5355.93        1.00646    
   5354.28       0.998790    
   5352.63       0.999040    
   5350.98       0.998510    
   5349.33       0.999890    
   5347.68       0.995360    
   5346.03        1.00187    
   5344.38        1.00128    
   5342.73       0.994870    
   5341.08       0.998890    
   5339.43        1.00165    
   5337.78       0.997540    
   5336.13        1.00036    
   5334.48        1.00604    
   5332.83        1.00771    
   5331.18        1.00242    
   5329.53        1.01012    
   5327.88        1.01712    
   5326.23        1.00969    
   5324.58        1.00642    
   5322.93        1.01250    
   5321.28        1.00486    
   5319.63        1.00021    
   5317.98       0.996430    
   5316.33       0.993710    
   5314.68       0.991100    
   5313.03       0.988820    
   5311.38       0.984780    
   5309.73       0.993280    
   5308.08       0.996340    
   5306.43       0.996150    
   5304.78        1.00000    
   5303.13        1.00014    
   5301.48       0.996250    
   5299.83       0.991070    
   5298.18       0.989930    
   5296.53       0.991390    
   5294.88       0.995640    
   5293.23       0.988500    
   5291.58       0.985440    
   5289.93       0.986020    
   5288.28       0.994920    
   5286.63        1.00445    
   5284.98        1.00315    
   5283.33        1.00113    
   5281.68        1.00405    
   5280.03        1.00873    
   5278.38        1.00644    
   5276.73        1.00379    
   5275.08        1.00421    
   5273.43        1.00945    
   5271.78        1.00494    
   5270.13        1.00236    
   5268.48        1.00553    
   5266.83        1.00007    
   5265.18       0.999870    
   5263.53       0.995170    
   5261.88       0.989320    
   5260.23       0.993730    
   5258.58       0.992890    
   5256.93       0.991860    
   5255.28       0.990410    
   5253.63       0.988270    
   5251.98       0.987970    
   5250.33       0.993410    
   5248.68       0.996700    
   5247.03        1.00182    
   5245.38        1.00715    
   5243.73        1.00700    
   5242.08        1.00573    
   5240.43        1.00430    
   5238.78        1.00401    
   5237.13        1.00545    
   5235.48        1.00293    
   5233.83        1.00019    
   5232.18       0.997540    
   5230.53       0.997490    
   5228.88       0.999340    
   5227.23       0.998900    
   5225.58       0.990910    
   5223.93       0.991230    
   5222.28        1.00169    
   5220.63        1.00380    
   5218.98        1.00101    
   5217.33       0.999210    
   5215.68        1.00773    
   5214.03        1.01393    
   5212.38        1.01885    
   5210.73        1.02307    
   5209.08        1.00780    
   5207.43       0.992060    
   5205.78       0.992260    
   5204.13       0.988650    
   5202.48       0.990640    
   5200.83       0.992450    
   5199.18       0.990640    
   5197.53       0.995610    
   5195.88       0.999270    
   5194.23        1.00529    
   5192.58        1.00526    
   5190.93        1.00006    
   5189.28        1.00003    
   5187.63        1.00731    
   5185.98        1.00480    
   5184.33       0.994670    
   5182.68       0.994400    
   5181.03       0.991610    
   5179.38       0.994330    
   5177.73        1.00320    
   5176.08        1.00068    
   5174.43       0.994830    
   5172.78       0.998420    
   5171.13        1.00527    
   5169.48        1.00319    
   5167.83       0.998400    
   5166.18       0.992960    
   5164.53        1.00099    
   5162.88        1.00395    
   5161.23       0.996120    
   5159.58       0.994820    
   5157.93       0.995890    
   5156.28       0.998370    
   5154.63        1.00613    
   5152.98        1.00792    
   5151.33        1.00508    
   5149.68       0.998220    
   5148.03       0.999830    
   5146.38       0.998970    
   5144.73       0.995720    
   5143.08       0.992530    
   5141.43       0.995480    
   5139.78       0.997280    
   5138.13       0.999610    
   5136.48       0.998260    
   5134.83       0.998830    
   5133.18       0.993740    
   5131.53       0.991810    
   5129.88       0.995150    
   5128.23       0.995660    
   5126.58       0.998200    
   5124.93       0.995640    
   5123.28       0.994000    
   5121.63       0.997040    
   5119.98       0.996740    
   5118.33       0.999980    
   5116.68       0.989830    
   5115.03       0.993280    
   5113.38       0.996630    
   5111.73       0.995740    
   5110.08       0.995070    
   5108.43       0.999850    
   5106.78        1.00067    
   5105.13       0.997870    
   5103.48        1.00041    
   5101.83        1.00011    
   5100.18        1.00182    
   5098.53        1.00610    
   5096.88        1.00223    
   5095.23        1.00277    
   5093.58        1.00127    
   5091.93        1.00471    
   5090.28        1.00927    
   5088.63        1.00257    
   5086.98        1.00350    
   5085.33       0.995480    
   5083.68       0.996530    
   5082.03       0.999830    
   5080.38       0.993980    
   5078.73       0.998270    
   5077.08       0.999730    
   5075.43        1.00005    
